Clients  100
Depots  20
BoundaryPoints  0
Cost [21,17] 77
Cost [21,18] 38
Cost [21,19] 36
Cost [21,20] 176
Cost [22,1] 121
Cost [22,2] 32
Cost [22,3] 61
Cost [22,4] 101
Cost [22,5] 91
Cost [22,6] 70
Cost [22,7] 11
Cost [22,8] 112
Cost [22,9] 130
Cost [22,10] 135
Cost [22,11] 78
Cost [22,12] 109
Cost [22,13] 44
Cost [22,14] 43
Cost [22,15] 68
Cost [22,16] 115
Cost [22,17] 18
Cost [22,18] 54
Cost [22,19] 88
Cost [22,20] 127
Cost [23,1] 37
Cost [23,2] 27
Cost [23,3] 23
Cost [23,4] 29
Cost [23,5] 14
Cost [23,6] 45
Cost [23,7] 22
Cost [23,8] 27
Cost [23,9] 47
Cost [23,10] 51
Cost [23,11] 31
Cost [23,12] 2
Cost [23,13] 14
Cost [23,14] 13
Cost [23,15] 39
Cost [23,16] 44
Cost [23,17] 25
Cost [23,18] 23
Cost [23,19] 44
Cost [23,20] 28
Cost [24,1] 125
Cost [24,2] 83
Cost [24,3] 35
Cost [24,4] 104
Cost [24,5] 70
Cost [24,6] 107
Cost [24,7] 48
Cost [24,8] 90
Cost [24,9] 147
Cost [24,10] 145
Cost [24,11] 91
Cost [24,12] 38
Cost [24,13] 40
Cost [24,14] 35
Cost [24,15] 101
Cost [24,16] 121
Cost [24,17] 71
Cost [24,18] 31
Cost [24,19] 88
Cost [24,20] 103
Cost [25,1] 169
Cost [25,2] 81
Cost [25,3] 14
Cost [25,4] 164
Cost [25,5] 134
Cost [25,6] 101
Cost [25,7] 60
Cost [25,8] 174
Cost [25,9] 168
Cost [25,10] 196
Cost [25,11] 126
Cost [25,12] 107
Cost [25,13] 86
Cost [25,14] 74
Cost [25,15] 73
Cost [25,16] 178
Cost [25,17] 71
Cost [25,18] 20
Cost [25,19] 61
Cost [25,20] 174
Cost [26,1] 51
Cost [26,2] 41
Cost [26,3] 28
Cost [26,4] 49
Cost [26,5] 20
Cost [26,6] 54
Cost [26,7] 25
Cost [26,8] 34
Cost [26,9] 67
Cost [26,10] 81
Cost [26,11] 44
Cost [26,12] 8
Cost [26,13] 15
Cost [26,14] 15
Cost [26,15] 56
Cost [26,16] 61
Cost [26,17] 35
Cost [26,18] 27
Cost [26,19] 53
Cost [26,20] 44
Cost [27,1] 38
Cost [27,2] 91
Cost [27,3] 126
Cost [27,4] 33
Cost [27,5] 61
Cost [27,6] 117
Cost [27,7] 92
Cost [27,8] 30
Cost [27,9] 94
Cost [27,10] 111
Cost [27,11] 80
Cost [27,12] 98
Cost [27,13] 84
Cost [27,14] 97
Cost [27,15] 126
Cost [27,16] 74
Cost [27,17] 98
Cost [27,18] 127
Cost [27,19] 171
Cost [27,20] 17
Cost [28,1] 92
Cost [28,2] 64
Cost [28,3] 31
Cost [28,4] 89
Cost [28,5] 64
Cost [28,6] 86
Cost [28,7] 32
Cost [28,8] 89
Cost [28,9] 126
Cost [28,10] 152
Cost [28,11] 89
Cost [28,12] 41
Cost [28,13] 29
Cost [28,14] 21
Cost [28,15] 80
Cost [28,16] 114
Cost [28,17] 46
Cost [28,18] 30
Cost [28,19] 93
Cost [28,20] 106
Cost [29,1] 48
Cost [29,2] 72
Cost [29,3] 141
Cost [29,4] 52
Cost [29,5] 112
Cost [29,6] 50
Cost [29,7] 96
Cost [29,8] 86
Cost [29,9] 26
Cost [29,10] 31
Cost [29,11] 33
Cost [29,12] 144
Cost [29,13] 103
Cost [29,14] 102
Cost [29,15] 84
Cost [29,16] 14
Cost [29,17] 71
Cost [29,18] 147
Cost [29,19] 141
Cost [29,20] 80
Cost [30,1] 31
Cost [30,2] 44
Cost [30,3] 77
Cost [30,4] 38
Cost [30,5] 70
Cost [30,6] 33
Cost [30,7] 58
Cost [30,8] 51
Cost [30,9] 8
Cost [30,10] 11
Cost [30,11] 27
Cost [30,12] 93
Cost [30,13] 63
Cost [30,14] 58
Cost [30,15] 55
Cost [30,16] 11
Cost [30,17] 44
Cost [30,18] 88
Cost [30,19] 75
Cost [30,20] 49
Cost [31,1] 92
Cost [31,2] 67
Cost [31,3] 54
Cost [31,4] 86
Cost [31,5] 44
Cost [31,6] 113
Cost [31,7] 37
Cost [31,8] 68
Cost [31,9] 140
Cost [31,10] 143
Cost [31,11] 83
Cost [31,12] 45
Cost [31,13] 12
Cost [31,14] 9
Cost [31,15] 105
Cost [31,16] 125
Cost [31,17] 50
Cost [31,18] 55
Cost [31,19] 125
Cost [31,20] 80
Cost [32,1] 22
Cost [32,2] 21
Cost [32,3] 45
Cost [32,4] 20
Cost [32,5] 26
Cost [32,6] 37
Cost [32,7] 21
Cost [32,8] 23
Cost [32,9] 51
Cost [32,10] 46
Cost [32,11] 17
Cost [32,12] 39
Cost [32,13] 16
Cost [32,14] 21
Cost [32,15] 48
Cost [32,16] 35
Cost [32,17] 17
Cost [32,18] 40
Cost [32,19] 58
Cost [32,20] 30
Cost [33,1] 19
Cost [33,2] 9
Cost [33,3] 28
Cost [33,4] 20
Cost [33,5] 31
Cost [33,6] 6
Cost [33,7] 16
Cost [33,8] 31
Cost [33,9] 16
Cost [33,10] 17
Cost [33,11] 6
Cost [33,12] 36
Cost [33,13] 23
Cost [33,14] 25
Cost [33,15] 15
Cost [33,16] 14
Cost [33,17] 11
Cost [33,18] 30
Cost [33,19] 31
Cost [33,20] 29
Cost [34,1] 32
Cost [34,2] 15
Cost [34,3] 47
Cost [34,4] 30
Cost [34,5] 47
Cost [34,6] 10
Cost [34,7] 33
Cost [34,8] 52
Cost [34,9] 22
Cost [34,10] 24
Cost [34,11] 12
Cost [34,12] 67
Cost [34,13] 40
Cost [34,14] 39
Cost [34,15] 30
Cost [34,16] 20
Cost [34,17] 22
Cost [34,18] 46
Cost [34,19] 53
Cost [34,20] 50
Cost [35,1] 28
Cost [35,2] 12
Cost [35,3] 34
Cost [35,4] 29
Cost [35,5] 33
Cost [35,6] 27
Cost [35,7] 13
Cost [35,8] 37
Cost [35,9] 43
Cost [35,10] 50
Cost [35,11] 17
Cost [35,12] 41
Cost [35,13] 17
Cost [35,14] 18
Cost [35,15] 35
Cost [35,16] 33
Cost [35,17] 10
Cost [35,18] 39
Cost [35,19] 48
Cost [35,20] 40
Cost [36,1] 49
Cost [36,2] 104
Cost [36,3] 141
Cost [36,4] 40
Cost [36,5] 66
Cost [36,6] 120
Cost [36,7] 108
Cost [36,8] 32
Cost [36,9] 117
Cost [36,10] 120
Cost [36,11] 83
Cost [36,12] 124
Cost [36,13] 102
Cost [36,14] 96
Cost [36,15] 162
Cost [36,16] 85
Cost [36,17] 116
Cost [36,18] 141
Cost [36,19] 183
Cost [36,20] 19
Cost [37,1] 144
Cost [37,2] 66
Cost [37,3] 61
Cost [37,4] 133
Cost [37,5] 87
Cost [37,6] 118
Cost [37,7] 21
Cost [37,8] 133
Cost [37,9] 164
Cost [37,10] 208
Cost [37,11] 110
Cost [37,12] 79
Cost [37,13] 31
Cost [37,14] 23
Cost [37,15] 96
Cost [37,16] 155
Cost [37,17] 54
Cost [37,18] 59
Cost [37,19] 122
Cost [37,20] 142
Cost [38,1] 65
Cost [38,2] 26
Cost [38,3] 20
Cost [38,4] 69
Cost [38,5] 64
Cost [38,6] 40
Cost [38,7] 22
Cost [38,8] 72
Cost [38,9] 72
Cost [38,10] 71
Cost [38,11] 43
Cost [38,12] 58
Cost [38,13] 35
Cost [38,14] 32
Cost [38,15] 18
Cost [38,16] 63
Cost [38,17] 21
Cost [38,18] 19
Cost [38,19] 24
Cost [38,20] 77
Cost [39,1] 86
Cost [39,2] 61
Cost [39,3] 33
Cost [39,4] 71
Cost [39,5] 39
Cost [39,6] 82
Cost [39,7] 34
Cost [39,8] 72
Cost [39,9] 123
Cost [39,10] 114
Cost [39,11] 79
Cost [39,12] 26
Cost [39,13] 24
Cost [39,14] 22
Cost [39,15] 74
Cost [39,16] 96
Cost [39,17] 44
Cost [39,18] 33
Cost [39,19] 82
Cost [39,20] 73
Cost [40,1] 83
Cost [40,2] 54
Cost [40,3] 36
Cost [40,4] 93
Cost [40,5] 85
Cost [40,6] 50
Cost [40,7] 52
Cost [40,8] 92
Cost [40,9] 90
Cost [40,10] 80
Cost [40,11] 74
Cost [40,12] 85
Cost [40,13] 63
Cost [40,14] 65
Cost [40,15] 27
Cost [40,16] 91
Cost [40,17] 48
Cost [40,18] 42
Cost [40,19] 5
Cost [40,20] 106
Cost [41,1] 51
Cost [41,2] 60
Cost [41,3] 71
Cost [41,4] 39
Cost [41,5] 13
Cost [41,6] 82
Cost [41,7] 46
Cost [41,8] 28
Cost [41,9] 100
Cost [41,10] 94
Cost [41,11] 49
Cost [41,12] 49
Cost [41,13] 25
Cost [41,14] 28
Cost [41,15] 95
Cost [41,16] 69
Cost [41,17] 52
Cost [41,18] 70
Cost [41,19] 107
Cost [41,20] 34
Cost [42,1] 31
Cost [42,2] 58
Cost [42,3] 69
Cost [42,4] 25
Cost [42,5] 23
Cost [42,6] 78
Cost [42,7] 56
Cost [42,8] 5
Cost [42,9] 71
Cost [42,10] 69
Cost [42,11] 46
Cost [42,12] 54
Cost [42,13] 40
Cost [42,14] 45
Cost [42,15] 86
Cost [42,16] 45
Cost [42,17] 53
Cost [42,18] 80
Cost [42,19] 107
Cost [42,20] 8
Cost [43,1] 111
Cost [43,2] 12
Cost [43,3] 80
Cost [43,4] 102
Cost [43,5] 124
Cost [43,6] 55
Cost [43,7] 29
Cost [43,8] 135
Cost [43,9] 135
Cost [43,10] 126
Cost [43,11] 57
Cost [43,12] 143
Cost [43,13] 63
Cost [43,14] 68
Cost [43,15] 53
Cost [43,16] 114
Cost [43,17] 10
Cost [43,18] 79
Cost [43,19] 94
Cost [43,20] 131
Cost [44,1] 9
Cost [44,2] 16
Cost [44,3] 34
Cost [44,4] 9
Cost [44,5] 27
Cost [44,6] 20
Cost [44,7] 21
Cost [44,8] 22
Cost [44,9] 20
Cost [44,10] 21
Cost [44,11] 4
Cost [44,12] 34
Cost [44,13] 23
Cost [44,14] 24
Cost [44,15] 29
Cost [44,16] 11
Cost [44,17] 16
Cost [44,18] 34
Cost [44,19] 43
Cost [44,20] 19
Cost [45,1] 133
Cost [45,2] 59
Cost [45,3] 72
Cost [45,4] 134
Cost [45,5] 135
Cost [45,6] 55
Cost [45,7] 70
Cost [45,8] 142
Cost [45,9] 106
Cost [45,10] 114
Cost [45,11] 80
Cost [45,12] 125
Cost [45,13] 100
Cost [45,14] 99
Cost [45,15] 13
Cost [45,16] 106
Cost [45,17] 59
Cost [45,18] 76
Cost [45,19] 32
Cost [45,20] 148
Cost [46,1] 69
Cost [46,2] 55
Cost [46,3] 118
Cost [46,4] 72
Cost [46,5] 129
Cost [46,6] 37
Cost [46,7] 86
Cost [46,8] 102
Cost [46,9] 39
Cost [46,10] 43
Cost [46,11] 30
Cost [46,12] 163
Cost [46,13] 105
Cost [46,14] 92
Cost [46,15] 82
Cost [46,16] 41
Cost [46,17] 62
Cost [46,18] 130
Cost [46,19] 132
Cost [46,20] 104
Cost [47,1] 27
Cost [47,2] 32
Cost [47,3] 39
Cost [47,4] 23
Cost [47,5] 3
Cost [47,6] 45
Cost [47,7] 29
Cost [47,8] 13
Cost [47,9] 56
Cost [47,10] 62
Cost [47,11] 33
Cost [47,12] 24
Cost [47,13] 16
Cost [47,14] 16
Cost [47,15] 54
Cost [47,16] 37
Cost [47,17] 29
Cost [47,18] 42
Cost [47,19] 64
Cost [47,20] 20
Cost [48,1] 101
Cost [48,2] 34
Cost [48,3] 78
Cost [48,4] 111
Cost [48,5] 131
Cost [48,6] 35
Cost [48,7] 50
Cost [48,8] 140
Cost [48,9] 96
Cost [48,10] 110
Cost [48,11] 64
Cost [48,12] 130
Cost [48,13] 79
Cost [48,14] 81
Cost [48,15] 11
Cost [48,16] 93
Cost [48,17] 36
Cost [48,18] 75
Cost [48,19] 65
Cost [48,20] 132
Cost [49,1] 66
Cost [49,2] 48
Cost [49,3] 146
Cost [49,4] 70
Cost [49,5] 117
Cost [49,6] 68
Cost [49,7] 86
Cost [49,8] 120
Cost [49,9] 79
Cost [49,10] 91
Cost [49,11] 11
Cost [49,12] 180
Cost [49,13] 98
Cost [49,14] 109
Cost [49,15] 96
Cost [49,16] 54
Cost [49,17] 56
Cost [49,18] 158
Cost [49,19] 167
Cost [49,20] 126
Cost [50,1] 76
Cost [50,2] 70
Cost [50,3] 44
Cost [50,4] 75
Cost [50,5] 38
Cost [50,6] 80
Cost [50,7] 45
Cost [50,8] 61
Cost [50,9] 103
Cost [50,10] 118
Cost [50,11] 72
Cost [50,12] 13
Cost [50,13] 39
Cost [50,14] 39
Cost [50,15] 83
Cost [50,16] 92
Cost [50,17] 56
Cost [50,18] 38
Cost [50,19] 81
Cost [50,20] 64
Cost [51,1] 22
Cost [51,2] 56
Cost [51,3] 83
Cost [51,4] 14
Cost [51,5] 31
Cost [51,6] 82
Cost [51,7] 63
Cost [51,8] 12
Cost [51,9] 68
Cost [51,10] 78
Cost [51,11] 43
Cost [51,12] 73
Cost [51,13] 46
Cost [51,14] 53
Cost [51,15] 90
Cost [51,16] 52
Cost [51,17] 51
Cost [51,18] 86
Cost [51,19] 128
Cost [51,20] 11
Cost [52,1] 42
Cost [52,2] 55
Cost [52,3] 79
Cost [52,4] 29
Cost [52,5] 27
Cost [52,6] 81
Cost [52,7] 48
Cost [52,8] 26
Cost [52,9] 95
Cost [52,10] 101
Cost [52,11] 42
Cost [52,12] 68
Cost [52,13] 35
Cost [52,14] 36
Cost [52,15] 93
Cost [52,16] 59
Cost [52,17] 43
Cost [52,18] 80
Cost [52,19] 120
Cost [52,20] 30
Cost [53,1] 98
Cost [53,2] 37
Cost [53,3] 33
Cost [53,4] 95
Cost [53,5] 95
Cost [53,6] 45
Cost [53,7] 41
Cost [53,8] 109
Cost [53,9] 95
Cost [53,10] 90
Cost [53,11] 62
Cost [53,12] 82
Cost [53,13] 59
Cost [53,14] 62
Cost [53,15] 17
Cost [53,16] 94
Cost [53,17] 38
Cost [53,18] 35
Cost [53,19] 18
Cost [53,20] 100
Cost [54,1] 19
Cost [54,2] 47
Cost [54,3] 93
Cost [54,4] 11
Cost [54,5] 40
Cost [54,6] 62
Cost [54,7] 51
Cost [54,8] 27
Cost [54,9] 65
Cost [54,10] 73
Cost [54,11] 31
Cost [54,12] 85
Cost [54,13] 43
Cost [54,14] 45
Cost [54,15] 88
Cost [54,16] 43
Cost [54,17] 51
Cost [54,18] 88
Cost [54,19] 121
Cost [54,20] 30
Cost [55,1] 99
Cost [55,2] 88
Cost [55,3] 79
Cost [55,4] 84
Cost [55,5] 33
Cost [55,6] 137
Cost [55,7] 69
Cost [55,8] 68
Cost [55,9] 144
Cost [55,10] 169
Cost [55,11] 106
Cost [55,12] 18
Cost [55,13] 44
Cost [55,14] 52
Cost [55,15] 134
Cost [55,16] 136
Cost [55,17] 83
Cost [55,18] 85
Cost [55,19] 146
Cost [55,20] 78
Cost [56,1] 135
Cost [56,2] 149
Cost [56,3] 141
Cost [56,4] 124
Cost [56,5] 37
Cost [56,6] 195
Cost [56,7] 102
Cost [56,8] 98
Cost [56,9] 215
Cost [56,10] 239
Cost [56,11] 139
Cost [56,12] 40
Cost [56,13] 71
Cost [56,14] 77
Cost [56,15] 214
Cost [56,16] 183
Cost [56,17] 119
Cost [56,18] 144
Cost [56,19] 206
Cost [56,20] 112
Cost [57,1] 50
Cost [57,2] 119
Cost [57,3] 165
Cost [57,4] 44
Cost [57,5] 74
Cost [57,6] 140
Cost [57,7] 112
Cost [57,8] 38
Cost [57,9] 125
Cost [57,10] 127
Cost [57,11] 94
Cost [57,12] 133
Cost [57,13] 96
Cost [57,14] 105
Cost [57,15] 174
Cost [57,16] 76
Cost [57,17] 107
Cost [57,18] 184
Cost [57,19] 228
Cost [57,20] 24
Cost [58,1] 75
Cost [58,2] 58
Cost [58,3] 139
Cost [58,4] 75
Cost [58,5] 139
Cost [58,6] 55
Cost [58,7] 86
Cost [58,8] 123
Cost [58,9] 60
Cost [58,10] 74
Cost [58,11] 19
Cost [58,12] 183
Cost [58,13] 120
Cost [58,14] 123
Cost [58,15] 97
Cost [58,16] 52
Cost [58,17] 69
Cost [58,18] 153
Cost [58,19] 157
Cost [58,20] 133
Cost [59,1] 88
Cost [59,2] 79
Cost [59,3] 67
Cost [59,4] 90
Cost [59,5] 35
Cost [59,6] 126
Cost [59,7] 62
Cost [59,8] 63
Cost [59,9] 142
Cost [59,10] 152
Cost [59,11] 96
Cost [59,12] 12
Cost [59,13] 35
Cost [59,14] 39
Cost [59,15] 108
Cost [59,16] 134
Cost [59,17] 82
Cost [59,18] 70
Cost [59,19] 117
Cost [59,20] 84
Cost [60,1] 20
Cost [60,2] 59
Cost [60,3] 100
Cost [60,4] 8
Cost [60,5] 44
Cost [60,6] 80
Cost [60,7] 60
Cost [60,8] 25
Cost [60,9] 76
Cost [60,10] 74
Cost [60,11] 38
Cost [60,12] 78
Cost [60,13] 55
Cost [60,14] 57
Cost [60,15] 101
Cost [60,16] 51
Cost [60,17] 55
Cost [60,18] 104
Cost [60,19] 131
Cost [60,20] 26
Cost [61,1] 72
Cost [61,2] 65
Cost [61,3] 63
Cost [61,4] 66
Cost [61,5] 17
Cost [61,6] 95
Cost [61,7] 52
Cost [61,8] 46
Cost [61,9] 123
Cost [61,10] 117
Cost [61,11] 78
Cost [61,12] 23
Cost [61,13] 27
Cost [61,14] 27
Cost [61,15] 105
Cost [61,16] 96
Cost [61,17] 53
Cost [61,18] 67
Cost [61,19] 104
Cost [61,20] 58
Cost [62,1] 63
Cost [62,2] 15
Cost [62,3] 52
Cost [62,4] 62
Cost [62,5] 79
Cost [62,6] 13
Cost [62,7] 35
Cost [62,8] 70
Cost [62,9] 50
Cost [62,10] 51
Cost [62,11] 30
Cost [62,12] 85
Cost [62,13] 49
Cost [62,14] 53
Cost [62,15] 18
Cost [62,16] 54
Cost [62,17] 21
Cost [62,18] 53
Cost [62,19] 47
Cost [62,20] 78
Cost [63,1] 22
Cost [63,2] 98
Cost [63,3] 155
Cost [63,4] 24
Cost [63,5] 82
Cost [63,6] 118
Cost [63,7] 109
Cost [63,8] 49
Cost [63,9] 87
Cost [63,10] 96
Cost [63,11] 65
Cost [63,12] 156
Cost [63,13] 111
Cost [63,14] 118
Cost [63,15] 150
Cost [63,16] 56
Cost [63,17] 109
Cost [63,18] 176
Cost [63,19] 188
Cost [63,20] 39
Cost [64,1] 152
Cost [64,2] 44
Cost [64,3] 51
Cost [64,4] 136
Cost [64,5] 131
Cost [64,6] 86
Cost [64,7] 19
Cost [64,8] 141
Cost [64,9] 156
Cost [64,10] 162
Cost [64,11] 100
Cost [64,12] 126
Cost [64,13] 56
Cost [64,14] 58
Cost [64,15] 71
Cost [64,16] 151
Cost [64,17] 32
Cost [64,18] 59
Cost [64,19] 106
Cost [64,20] 168
Cost [65,1] 24
Cost [65,2] 14
Cost [65,3] 46
Cost [65,4] 24
Cost [65,5] 45
Cost [65,6] 25
Cost [65,7] 22
Cost [65,8] 35
Cost [65,9] 39
Cost [65,10] 36
Cost [65,11] 6
Cost [65,12] 52
Cost [65,13] 29
Cost [65,14] 31
Cost [65,15] 38
Cost [65,16] 28
Cost [65,17] 16
Cost [65,18] 49
Cost [65,19] 62
Cost [65,20] 38
Cost [66,1] 54
Cost [66,2] 23
Cost [66,3] 38
Cost [66,4] 56
Cost [66,5] 60
Cost [66,6] 20
Cost [66,7] 35
Cost [66,8] 74
Cost [66,9] 56
Cost [66,10] 53
Cost [66,11] 43
Cost [66,12] 72
Cost [66,13] 51
Cost [66,14] 46
Cost [66,15] 4
Cost [66,16] 54
Cost [66,17] 31
Cost [66,18] 34
Cost [66,19] 20
Cost [66,20] 66
Cost [67,1] 55
Cost [67,2] 74
Cost [67,3] 92
Cost [67,4] 50
Cost [67,5] 14
Cost [67,6] 108
Cost [67,7] 51
Cost [67,8] 33
Cost [67,9] 116
Cost [67,10] 131
Cost [67,11] 58
Cost [67,12] 49
Cost [67,13] 28
Cost [67,14] 38
Cost [67,15] 97
Cost [67,16] 80
Cost [67,17] 56
Cost [67,18] 87
Cost [67,19] 136
Cost [67,20] 44
Cost [68,1] 44
Cost [68,2] 78
Cost [68,3] 134
Cost [68,4] 56
Cost [68,5] 121
Cost [68,6] 65
Cost [68,7] 107
Cost [68,8] 91
Cost [68,9] 22
Cost [68,10] 27
Cost [68,11] 45
Cost [68,12] 147
Cost [68,13] 102
Cost [68,14] 114
Cost [68,15] 97
Cost [68,16] 12
Cost [68,17] 82
Cost [68,18] 147
Cost [68,19] 143
Cost [68,20] 86
Cost [69,1] 46
Cost [69,2] 32
Cost [69,3] 93
Cost [69,4] 46
Cost [69,5] 83
Cost [69,6] 40
Cost [69,7] 56
Cost [69,8] 87
Cost [69,9] 52
Cost [69,10] 63
Cost [69,11] 7
Cost [69,12] 128
Cost [69,13] 70
Cost [69,14] 64
Cost [69,15] 73
Cost [69,16] 37
Cost [69,17] 42
Cost [69,18] 108
Cost [69,19] 122
Cost [69,20] 86
Cost [70,1] 70
Cost [70,2] 78
Cost [70,3] 157
Cost [70,4] 83
Cost [70,5] 166
Cost [70,6] 49
Cost [70,7] 104
Cost [70,8] 143
Cost [70,9] 22
Cost [70,10] 28
Cost [70,11] 49
Cost [70,12] 208
Cost [70,13] 135
Cost [70,14] 132
Cost [70,15] 101
Cost [70,16] 38
Cost [70,17] 87
Cost [70,18] 152
Cost [70,19] 174
Cost [70,20] 138
Cost [71,1] 32
Cost [71,2] 53
Cost [71,3] 111
Cost [71,4] 26
Cost [71,5] 59
Cost [71,6] 83
Cost [71,7] 60
Cost [71,8] 52
Cost [71,9] 86
Cost [71,10] 102
Cost [71,11] 30
Cost [71,12] 105
Cost [71,13] 60
Cost [71,14] 65
Cost [71,15] 94
Cost [71,16] 58
Cost [71,17] 48
Cost [71,18] 114
Cost [71,19] 136
Cost [71,20] 51
Cost [72,1] 36
Cost [72,2] 10
Cost [72,3] 33
Cost [72,4] 33
Cost [72,5] 39
Cost [72,6] 30
Cost [72,7] 10
Cost [72,8] 40
Cost [72,9] 48
Cost [72,10] 52
Cost [72,11] 19
Cost [72,12] 49
Cost [72,13] 17
Cost [72,14] 20
Cost [72,15] 34
Cost [72,16] 41
Cost [72,17] 5
Cost [72,18] 32
Cost [72,19] 53
Cost [72,20] 43
Cost [73,1] 55
Cost [73,2] 37
Cost [73,3] 32
Cost [73,4] 47
Cost [73,5] 26
Cost [73,6] 59
Cost [73,7] 19
Cost [73,8] 47
Cost [73,9] 83
Cost [73,10] 86
Cost [73,11] 53
Cost [73,12] 22
Cost [73,13] 9
Cost [73,14] 6
Cost [73,15] 60
Cost [73,16] 76
Cost [73,17] 32
Cost [73,18] 33
Cost [73,19] 65
Cost [73,20] 59
Cost [74,1] 185
Cost [74,2] 156
Cost [74,3] 99
Cost [74,4] 153
Cost [74,5] 95
Cost [74,6] 206
Cost [74,7] 106
Cost [74,8] 155
Cost [74,9] 221
Cost [74,10] 254
Cost [74,11] 185
Cost [74,12] 37
Cost [74,13] 87
Cost [74,14] 82
Cost [74,15] 184
Cost [74,16] 210
Cost [74,17] 122
Cost [74,18] 89
Cost [74,19] 168
Cost [74,20] 150
Cost [75,1] 29
Cost [75,2] 70
Cost [75,3] 96
Cost [75,4] 30
Cost [75,5] 41
Cost [75,6] 74
Cost [75,7] 72
Cost [75,8] 20
Cost [75,9] 73
Cost [75,10] 71
Cost [75,11] 56
Cost [75,12] 75
Cost [75,13] 59
Cost [75,14] 57
Cost [75,15] 85
Cost [75,16] 46
Cost [75,17] 65
Cost [75,18] 90
Cost [75,19] 113
Cost [75,20] 13
Cost [76,1] 81
Cost [76,2] 185
Cost [76,3] 247
Cost [76,4] 80
Cost [76,5] 97
Cost [76,6] 216
Cost [76,7] 183
Cost [76,8] 52
Cost [76,9] 186
Cost [76,10] 214
Cost [76,11] 141
Cost [76,12] 170
Cost [76,13] 148
Cost [76,14] 151
Cost [76,15] 261
Cost [76,16] 148
Cost [76,17] 181
Cost [76,18] 223
Cost [76,19] 291
Cost [76,20] 33
Cost [77,1] 146
Cost [77,2] 81
Cost [77,3] 29
Cost [77,4] 137
Cost [77,5] 107
Cost [77,6] 128
Cost [77,7] 35
Cost [77,8] 138
Cost [77,9] 167
Cost [77,10] 195
Cost [77,11] 108
Cost [77,12] 78
Cost [77,13] 48
Cost [77,14] 38
Cost [77,15] 89
Cost [77,16] 165
Cost [77,17] 62
Cost [77,18] 23
Cost [77,19] 108
Cost [77,20] 159
Cost [78,1] 113
Cost [78,2] 79
Cost [78,3] 142
Cost [78,4] 126
Cost [78,5] 173
Cost [78,6] 25
Cost [78,7] 106
Cost [78,8] 184
Cost [78,9] 66
Cost [78,10] 73
Cost [78,11] 80
Cost [78,12] 218
Cost [78,13] 151
Cost [78,14] 150
Cost [78,15] 66
Cost [78,16] 88
Cost [78,17] 83
Cost [78,18] 139
Cost [78,19] 126
Cost [78,20] 157
Cost [79,1] 15
Cost [79,2] 55
Cost [79,3] 70
Cost [79,4] 15
Cost [79,5] 41
Cost [79,6] 52
Cost [79,7] 56
Cost [79,8] 20
Cost [79,9] 47
Cost [79,10] 51
Cost [79,11] 33
Cost [79,12] 61
Cost [79,13] 43
Cost [79,14] 45
Cost [79,15] 66
Cost [79,16] 30
Cost [79,17] 55
Cost [79,18] 81
Cost [79,19] 83
Cost [79,20] 14
Cost [80,1] 59
Cost [80,2] 78
Cost [80,3] 157
Cost [80,4] 68
Cost [80,5] 141
Cost [80,6] 59
Cost [80,7] 106
Cost [80,8] 113
Cost [80,9] 14
Cost [80,10] 20
Cost [80,11] 49
Cost [80,12] 154
Cost [80,13] 119
Cost [80,14] 125
Cost [80,15] 99
Cost [80,16] 25
Cost [80,17] 82
Cost [80,18] 158
Cost [80,19] 157
Cost [80,20] 111
Cost [81,1] 35
Cost [81,2] 13
Cost [81,3] 14
Cost [81,4] 32
Cost [81,5] 38
Cost [81,6] 17
Cost [81,7] 15
Cost [81,8] 41
Cost [81,9] 36
Cost [81,10] 38
Cost [81,11] 22
Cost [81,12] 33
Cost [81,13] 21
Cost [81,14] 24
Cost [81,15] 5
Cost [81,16] 31
Cost [81,17] 13
Cost [81,18] 16
Cost [81,19] 12
Cost [81,20] 39
Cost [82,1] 10
Cost [82,2] 78
Cost [82,3] 139
Cost [82,4] 13
Cost [82,5] 72
Cost [82,6] 101
Cost [82,7] 99
Cost [82,8] 46
Cost [82,9] 88
Cost [82,10] 93
Cost [82,11] 47
Cost [82,12] 126
Cost [82,13] 78
Cost [82,14] 87
Cost [82,15] 125
Cost [82,16] 48
Cost [82,17] 90
Cost [82,18] 145
Cost [82,19] 192
Cost [82,20] 35
Cost [83,1] 27
Cost [83,2] 28
Cost [83,3] 60
Cost [83,4] 37
Cost [83,5] 57
Cost [83,6] 21
Cost [83,7] 40
Cost [83,8] 52
Cost [83,9] 17
Cost [83,10] 19
Cost [83,11] 14
Cost [83,12] 83
Cost [83,13] 47
Cost [83,14] 50
Cost [83,15] 44
Cost [83,16] 17
Cost [83,17] 31
Cost [83,18] 63
Cost [83,19] 71
Cost [83,20] 52
Cost [84,1] 120
Cost [84,2] 137
Cost [84,3] 197
Cost [84,4] 130
Cost [84,5] 211
Cost [84,6] 80
Cost [84,7] 155
Cost [84,8] 199
Cost [84,9] 18
Cost [84,10] 13
Cost [84,11] 103
Cost [84,12] 233
Cost [84,13] 179
Cost [84,14] 186
Cost [84,15] 142
Cost [84,16] 69
Cost [84,17] 127
Cost [84,18] 197
Cost [84,19] 206
Cost [84,20] 164
Cost [85,1] 105
Cost [85,2] 26
Cost [85,3] 60
Cost [85,4] 108
Cost [85,5] 116
Cost [85,6] 50
